batiment_groupe_id,s_geom_groupe
24322000AR0039_6a944410cfa1df5,94
24322000AR0040_0e4fafe8e12a333,84
24322000AR0041_ab0d92e8ac78101,77
24322000AR0042_d9133cdc8d21099,70
24322000AR0043_2482c5ce7306e0a,88
24322000AR0044_85c0f04a391a994,67
24322000AR0045_5db26e6f3f2644c,63
24322000AR0046_4a2ef8b2bdc684a,64
24322000AR0047_6b627136a014b76,60
24322000AR0048_72432ef1d29826f,112
24322000AR0050_8bbdf43b1a79a33,65
24322000AR0051_036807267e3ef6d,43
24322000AR0052_c13ad24d8d6a8bd,75
24322000AR0053_9e628225978e6f1,87
24322000AR0054_57aa2a85faefc7e,72
24322000AR0055_0e91358e20503da,77
24322000AR0056_047732d77069200,73
24322000AR0057_0f287bfb8d29f9a,64
24322000AR0058_4e655e229d346a3,66
24322000AR0059_bc3ba25e125738e,82
24322000AR0060_0efd91c0a76584e,68
24322000AR0061_96d51b2b605de42,68
24322000AR0062_df7c662b897a466,91
24322000AR0063_d19729e13e4382b,93
24322000AR0064_98b1bb5ce538c21,141
24322000AR0065_7cac5b4238e75db,101
24322000AR0066_dae9c7cd317e832,93
24322000AR0067_8f57b574ff9057f,67
24322000AR0068_ad41eeed4184868,62
24322000AR0069_b535115860834a2,88
24322000AR0070_05b1df2079e29b5,72
24322000AR0071_10b5bf6a914f8a1,60
24322000AR0072_541473b3d22de11,85
24322000AR0073_1a957097570fb38,51
24322000AR0077_ba71778f00e9f06,109
24322000AR0078_9049f74f51799fa,77
24322000AR0079_5a68d6de0afcf02,92
24322000AR0080_f1562977b804319,72
24322000AR0081_52ee59534cb6d59,68
24322000AR0084_ae482eb4ec4e1c5,93
24322000AR0087_06dd004150fb7a1,68
24322000AR0088_ef893c006d83850,63
24322000AR0089_41ac93fa0959212,74
24322000AR0090_8b4460bdbde204c,69
24322000AR0091_6d240e5454d6abd,94
24322000AR0092_a46304c21adb041,107
24322000AR0093_0d7139d608d83dc,76
24322000AR0094_9868d8b0071ab55,103
24322000AR0095_6cda5f60e549f9a,54
24322000AR0096_09aa6cdbb42ad00,119
24322000AR0097_7240ec640aa2251,77
24322000AR0098_97bd7707cb5f2f7,130
24322000AR0099_8f419ec8bca5c40,79
24322000AR0100_8c2c39b321790d4,81
24322000AR0101_2ae424abd983a0e,73
24322000AR0102_aef9e7242179f6c,75
24322000AR0105_c48247329a438fe,101
24322000AR0106_6ecc9d28ec05792,98
24322000AR0108_ed699495cfddd24,78
24322000AR0109_25b6a4c54b6fdd0,81
24322000AR0110_109b9bd0099a6ee,68
24322000AR0112_46c2898861acb6b,114
24322000AR0113_32bc89b79f88dca,83
24322000AR0114_83598da57287f33,85
24322000AR0115_03782f83d67a9a4,115
24322000AR0116_d10383725217667,99
24322000AR0120_d04b2af3af7c934,37
24322000AR0121_2084886ca3d4727,89
24322000AR0122_096ad07ad7b11f5,90
24322000AR0125_037013272ce047d,6286
24322000AR0125_193d0a5b507ab84,150
24322000AR0125_f6f50740cc739b7,188
24322000AR0126_2b23ee731a3f235,14
24322000AR0127_8845f1517a67d6e,79
24322000AR0128_dfc255232c1af12,107
24322000AR0129_cc848ceded284a9,74
24322000AR0130_ede7546c79d8491,49
24322000AR0131_1a3629e440fb877,89
24322000AR0132_a2154ce774ea82b,131
24322000AR0133_9280ac4e41f84b8,108
24322000AR0134_85570476dfc971a,95
24322000AR0135_de1fa76791c00d0,62
24322000AR0136_bf669ca248bc901,100
24322000AR0137_38d5f2038cf010f,94
24322000AR0138_3a874c67de07957,96
24322000AR0139_29483c5384d5422,51
24322000AR0140_39b9d65ca9e6db9,73
24322000AR0141_a98b0be0322e2d5,40
24322000AR0142_7ad4fee2acccf96,69
24322000AR0143_405a06bd9c18c21,84
24322000AR0144_d3d5a1dca51d26f,74
24322000AR0145_598a72ddbdcea4a,39
24322000AR0146_a01eb06235d256d,75
24322000AR0147_d309c26bb41ed43,86
24322000AR0148_8dacd5c0baac63a,25
24322000AR0149_1f4366971028acd,92
24322000AR0150_aa6cc30d32b5858,71
24322000AR0151_91aef4fb50b2170,96
24322000AR0152_4c0fc344eb70c43,84
24322000AR0153_c153df9f4c6cbbc,84
24322000AR0155_253e5aed2cd105f,64
24322000AR0156_fe9f38ac66aa213,103
24322000AR0157_d0d64297622e026,35
24322000AR0158_f0e658562bc66ec,67
24322000AR0159_90164d61f863fe8,41
24322000AR0160_509b1550b894187,30
24322000AR0161_fd8e946ce82b535,37
24322000AR0162_8e6e43957d65cca,55
24322000AR0164_c22768ab41dd89d,617
24322000AR0166_e3ed846a21faa5d,101
24322000AR0168_81e31f49078bd62,89
24322000AR0169_fd3184f5deb2067,96
24322000AR0170_081e3a0fb176692,91
24322000AR0171_bba099c27886c49,92
24322000AR0172_db800fc8344bec5,32
24322000AR0173_2c622a63d31c1d0,62
24322000AR0175_546775551025057,42
24322000AR0176_34c6b23f6852621,45
24322000AR0177_f715e50523f09ee,105
24322000AR0178_c7f51671a5c2276,62
24322000AR0179_b2b33ce1be88f9e,82
24322000AR0180_5efb5cc97587f13,72
24322000AR0181_1dbca731c118755,69
24322000AR0182_f84acf0f46f2007,100
24322000AR0183_2802bd6c56dc299,57
24322000AR0184_ea943c0f955a6b0,75
24322000AR0185_24d4588d4f2d4f6,51
24322000AR0186_914883d3c571910,122
24322000AR0191_d7f85d0def8fe71,375
24322000AR0192_42a29e5759206ca,110
24322000AR0193_3fcf687b84f26d0,95
24322000AR0195_dd535a8d064aa96,85
24322000AR0198_0561c086e448071,134
24322000AR0199_dd36835b6dfa232,69
24322000AR0200_8fc60af30bd3d74,68
24322000AR0201_fd018223aa8b990,64
24322000AR0202_b218d078c754910,61
24322000AR0203_f216b72b4259755,126
24322000AR0206_f911717105a3c98,228
24322000AR0207_0aa8786d7515a00,1115
24322000AR0208_745f1fd4d6e5e14,299
24322000AR0209_cb6406fb88959b5,85
24322000AR0210_0c5d37e5c47613f,73
24322000AR0211_102b4bcbc133620,120
24322000AR0212_5d95ffe9f3483d4,102
24322000AR0213_36ffb9e05d5af94,492
24322000AR0214_3f7b6f1186630fa,141
24322000AR0215_9bb729fe5d914f5,41
24322000AR0216_6b6dc88bc0a6f0e,81
24322000AR0217_644afb9eeb699c5,87
24322000AR0218_1a438054f8bb29e,90
24322000AR0219_9dec940a1595231,19
24322000AR0219_c806d07690b4473,204
24322000AR0220_b8121809d9d78c1,106
24322000AR0221_c26c929a76cfd64,97
24322000AR0222_ee118569e3fe7bc,84
24322000AR0223_d6c567f92a351cb,84
24322000AR0224_71ce5f54aebfda0,182
24322000AR0226_dd469eea1c36f59,91
24322000AR0227_ee32efd6a94d337,104
24322000AR0228_9f21cd41364316d,142
24322000AR0229_7287188163fc836,48
24322000AR0230_0398a37c0937e92,71
24322000AR0231_93acc286577e5e0,94
24322000AR0233_cde0f05f53c878c,148
24322000AR0234_194f6c89c1c3ee0,122
24322000AR0235_e494757ebc56c8f,81
24322000AR0236_3a73bd2d2489216,67
24322000AR0237_866672037f9fe98,284
24322000AR0238_ff6ff0f066a605f,81
24322000AR0239_5bf3f25289f286d,78
24322000AR0240_14e32fdc19caae7,129
24322000AR0241_52b1b592420f408,135
24322000AR0242_0d1034837312199,71
24322000AR0244_5863316cf8b082d,121
24322000AR0245_3510a4bc67c5e9c,105
24322000AR0247_9c7589f8a5a5142,99
24322000AR0249_8323926f06bd70e,115
24322000AR0251_4eaad0f6185341f,58
24322000AR0251_92f510a7f7e56f2,161
24322000AR0252_4981330b618e9ac,118
24322000AR0253_697faed83f98681,102
24322000AR0257_00021b1b017cf05,28
24322000AR0258_fe5dfe373102e0d,105
24322000AR0259_70b9a6391cee8d9,109
24322000AR0261_5eae01763bb717c,93
24322000AR0263_c8ed99b91aff65f,112
24322000AR0265_8929c75f30d9113,156
24322000AR0266_0d01f34eb676920,150
24322000AR0268_ada6aa2b454c536,131
24322000AR0270_e36c60206f2c9ac,143
24322000AR0272_e3960cfa4b13f69,106
24322000AR0273_8b629cff17ff299,92
24322000AR0274_98f43322f9c0ed7,86
24322000AR0275_1d13ad5e5cb25df,59
24322000AR0276_5269d167df12c53,189
24322000AR0277_2931b404eb26816,166
24322000AR0280_acf3a0f3dc060e5,67
24322000AR0281_2761336f69ac961,66
24322000AR0282_1f5ff6e5e86fc5a,72
24322000AR0283_85623230e02b171,56
24322000AR0284_76b0e0882951729,130
24322000AR0285_e6fbeb3ec4435a1,94
24322000AR0286_0c577a62a22f666,68
24322000AR0287_c61e0403d267664,64
24322000AR0288_72aacdeb844d938,73
24322000AR0289_5831172693292f0,123
24322000AR0290_e36d95ec8749c41,100
24322000AR0291_7187ac30da95fde,339
24322000AR0292_e6ad651b8a5c535,120
24322000AR0293_92737546d6bd1eb,42
24322000AR0294_bead20de9e023ef,59
24322000AR0295_0955f3ac72e8cbf,113
24322000AR0299_a564e05c654b7eb,232
24322000AR0300_a53eff5a2c59ffb,209
24322000AR0301_b7db977d0187f88,177
24322000AR0302_c735443a90392a7,188
24322000AR0303_31e4b4c0ab50022,263
24322000AR0304_4c89ebc4cdadb2e,51
24322000AR0305_475709106c39b1f,157
24322000AR0306_755192833363d99,105
24322000AR0307_ba89eb87eeffde6,56
24322000AR0309_76aaa33cc75ce0e,63
24322000AR0311_2b9c792e0c23e4f,85
24322000AR0312_617e72790dff74c,63
24322000AR0313_b4c658950e59720,68
24322000AR0314_edc3726e2fb4ac2,68
24322000AR0315_1a34bda141c806b,69
24322000AR0316_9a114451835195d,89
24322000AR0317_ed3ebf5b35d792a,68
24322000AR0318_0201af6249a5a3e,84
24322000AR0319_2c9a201d954ec1a,83
24322000AR0320_24ba113f63ae48f,462
24322000AR0321_8ac9177dbae5f62,354
24322000AR0322_5ba070ea893f4e0,105
24322000AR0324_594f5ffe4c44786,102
24322000AR0325_3836a77e3029272,1097
24322000AR0326_9dc8e9ea53eb458,145
24322000AR0327_ca5591adc7fc9a6,107
24322000AR0328_37588b9ab3ff7f9,104
24322000AR0329_5e73c1b2990f2d3,146
24322000AR0333_7727e68391b66b9,205
24322000AR0334_e9a1f81741b0a59,106
24322000AR0335_48b72fe88d32f74,172
24322000AR0336_7bd32bfb80f587d,38
24322000AR0338_c3b68d3375911c4,68
24322000AR0339_71545829a68ca4e,64
24322000AR0341_60227ce69355cb7,59
24322000AR0342_997e0154ce9518b,189
24322000AR0343_8a73f8cd50dc464,64
24322000AR0344_20243bb3383f9b7,40
24322000AR0345_941d8bd0dcca47b,111
24322000AR0346_6dc8f66ecad5c42,117
24322000AR0347_74c8045e99f2016,183
24322000AR0348_cc5e78680b1d914,136
24322000AR0349_fe3ff37f0e204a9,74
24322000AR0350_f1c99ceb78752b6,84
24322000AR0351_1cee72d99465a52,153
24322000AR0352_cd9fc63e184a7b7,136
24322000AR0353_22995e5ddd0d2af,108
24322000AR0354_1093f5b9799aa6d,125
24322000AR0355_dc07ed4634e60a4,109
24322000AR0357_c776ce833549e46,78
24322000AR0358_490af8dfe9d7c0c,109
24322000AR0359_5b346c5d20ce1a5,161
24322000AR0362_3d49b6fadbdd65a,90
24322000AR0363_c98b894a8e8ac9b,65
24322000AR0364_a0d04a401c5f2ad,97
24322000AR0365_5e93e096199bffd,85
24322000AR0366_36f115129087179,133
24322000AR0367_1dff2ab2e816c5b,86
24322000AR0368_6771de5c981e0b0,347
24322000AR0371_47dba1ad8d97f6b,76
24322000AR0372_0d59de3f971bf11,87
24322000AR0373_a657a40a5bc00a1,73
24322000AR0374_086074545780728,67
24322000AR0375_21c0a185a7f457c,61
24322000AR0376_4380acd73c6538e,67
24322000AR0377_d40988e3f5b709e,156
24322000AR0378_acb53d59bae6805,96
24322000AR0379_9def08918075ac1,76
24322000AR0380_616c896a014d7a8,97
24322000AR0381_149c9e4566b2863,121
24322000AR0382_70d4c8d936c2947,1997
24322000AR0383_34eb1813512509b,87
24322000AR0384_8fa370d27fd3eae,68
24322000AR0385_0de09a7012717a6,77
24322000AR0386_4edba17254c4d7e,63
24322000AR0387_865599ffab3a7fc,65
24322000AR0388_4aa4c576da46393,57
24322000AR0389_20f68841c612193,44
24322000AR0390_acf73c3a81bb255,102
24322000AR0391_cc31cd50bff90a9,132
24322000AR0393_ddfad859562ba0b,85
24322000AR0394_d5e6b5e187d5a4f,99
24322000AR0395_519d42e06c91918,80
24322000AR0396_7b66074e6cc52e2,77
24322000AR0397_aed2e4437bb5095,123
24322000AR0398_23cf0750bf6c183,130
24322000AR0399_0815e921736786b,86
24322000AR0400_714c6da92f29e13,105
24322000AR0401_4cb3b971548b3cd,144
24322000AR0402_9b68becb5d09038,182
24322000AR0404_ae3f109532c2ced,216
24322000AR0405_1208c2bc5e76bc5,184
24322000AR0406_f9426e6284a160c,207
24322000AR0407_b7f24f5fc59742a,95
24322000AR0408_a37893fa7f8772c,120
24322000AR0409_b3f9120930a9326,142
24322000AR0410_4142749cca3c307,110
24322000AR0411_cbb4dfc1bbca3e1,85
24322000AR0412_8ad62c0daf422f4,81
24322000AR0413_393ab1fcf3d9fa1,96
24322000AR0414_394ec39009809c6,132
24322000AR0415_766fa9fcb7e554b,76
24322000AR0418_b4ce05c7f8f8170,98
24322000AR0419_5116779f4539213,149
24322000AR0419_d8a0af6fb0ec104,84
24322000AR0423_12d11b40120ccf1,96
24322000AR0424_81e6dee81d03cb1,60
24322000AR0425_00469d0f2dbed9d,108
24322000AR0426_2bd6ea11a3b805e,79
24322000AR0427_360362da4ca47cf,145
24322000AR0428_4c088f5d47e6fab,63
24322000AR0429_7273f55d5caf4b0,64
24322000AR0430_e6d67762202d32e,60
24322000AR0431_cde3ff096fb73f7,83
24322000AR0432_f1aaa8a6cf8acb0,71
24322000AR0433_b959f523dd862af,70
24322000AR0434_223fa35a2541f87,73
24322000AR0435_79510b8eb760a5d,135
24322000AR0436_22c34c2e2f82579,1047
24322000AR0440_62c16592f6b9805,52
24322000AR0441_8bfccf4e1303a0f,187
24322000AR0445_19a3c2fff0edcb0,84
24322000AR0448_abd58e75ccecc64,83
24322000AR0449_f41a3ac6751e758,22
24322000AR0452_bc94d8461b20822,188
24322000AR0455_f43e796e9839a42,129
24322000AR0456_ccf8383430d595b,136
24322000AR0461_9d8cd7c08c4992f,99
24322000AR0462_e8b32e22609577e,106
24322000AR0463_86c8eae5a3d2482,99
24322000AR0466_cf2b9529091317f,75
24322000AR0467_db4af173561e965,124
24322000AR0468_e151670b03f2a45,134
24322000AR0470_786a89e3298be49,74
24322000AR0471_f2a43aa767ffb50,33
24322000AR0472_519581d7e6f31a4,43
24322000AR0473_81b35da823dd75e,49
24322000AR0474_6bd5d9f3a9b29f2,73
24322000AR0475_a46c25816006055,108
24322000AR0476_704cc9b6c978146,98
24322000AR0477_52d740a5c1beeb7,43
24322000AR0478_70044dc79c44291,67
24322000AR0479_a9b21b9e3dcf56a,70
24322000AR0485_512e8990fd30213,49
24322000AR0486_d9134457cfa00c9,47
24322000AR0487_6a13f40ae7d396f,92
24322000AR0488_d7db13937fcad96,84
24322000AR0489_3e46eb77915c5a1,87
24322000AR0490_94e2e2b06cfc272,66
24322000AR0491_a798115f269e7f3,79
24322000AR0492_c441adcbb4d753a,135
24322000AR0493_72d17f6427482ee,207
24322000AR0494_2d9f3a8e2ed057b,98
24322000AR0495_09a82c72abf8dd2,115
24322000AR0496_06cb4e6b57973d4,39
24322000AR0497_0d6e978921fc297,154
24322000AR0498_6f4f52b39e4a29c,51
24322000AR0498_df172095f8b51ec,120
24322000AR0499_85576afecd4485d,104
24322000AR0500_c5feeb23fbe06be,69
24322000AR0501_4229a0901701ed5,92
24322000AR0501_7a9002c57b8cd2a,19
24322000AR0502_f8ad060a1ccd70d,83
24322000AR0504_b0ca6e095504336,51
24322000AR0506_9934b807c2f9bbb,18
24322000AR0507_978421fe04f979b,169
24322000AR0509_56f53caa76a54c7,166
24322000AR0510_14f97be58053eab,93
24322000AR0511_9b64c81fe93a5dd,81
24322000AR0512_e5d81cfba287507,37
24322000AR0514_ef997dcf8f70309,156
24322000AR0515_50e54be142c63e2,76
24322000AR0516_9c04c6ac8eb0fe7,85
24322000AR0517_1bf7f90162acfec,136
24322000AR0518_49e677ce013e3fa,131
24322000AR0519_023a31a738a28a2,144
24322000AR0520_4df8682eb6d8d06,269
24322000AR0521_952eab94ad79f5b,229
24322000AR0522_e1dc5356b8cec4a,99
24322000AR0523_03a36ed21c0e673,100
24322000AR0524_f78e6a65fea3420,275
24322000AR0525_8f97a9a2a501a53,121
24322000AR0527_2313b13a7c370b5,99
24322000AR0528_89471f2da8abac1,97
24322000AR0529_f765e133932e103,256
24322000AR0530_b0ed78774faa319,66
24322000AR0531_6b71a923c7de553,75
24322000AR0532_fa9f5f234d4d4bd,74
24322000AR0533_2c8b4636fb6a69b,103
24322000AR0534_9ae98084eb9110b,114
24322000AR0535_593d7ffd83afdda,127
24322000AR0538_17a71a5cb4a4f8f,130
24322000AR0539_7b191a887d28565,42
24322000AR0539_8599a539b929dac,90
24322000AR0540_c3cba3d2f948c25,160
24322000AR0541_66aa8eb6d667781,82
24322000AR0543_48d9293fa48e188,62
24322000AR0544_a08a8ba056ac09a,113
24322000AR0545_181ed99ff7fedae,57
24322000AR0546_05a6562e5bf67ea,54
24322000AR0547_f30a04e89ef78a9,109
24322000AR0548_796506b0546d0dc,108
24322000AR0549_671e4d2106350e4,232
24322000AR0550_a86153ae84368ed,147
24322000AR0552_b961d8af87e7edb,62
24322000AR0553_5317bd56e831a86,117
24322000AR0554_140ddfb23a1bd93,48
24322000AR0557_144cfff58c17072,101
24322000AR0558_f82e162c8f4046b,57
24322000AR0560_8a96422e8dd92a5,64
24322000AR0561_149fb3b102fe26a,33
24322000AR0562_79c16369b825cfe,68
24322000AR0563_53bbb6f857756ff,52
24322000AR0564_e2d3308b1df5da6,89
24322000AR0565_66aef6bb51457d3,116
24322000AR0566_da14a584a43c0e1,143
24322000AR0567_5ac096f277116ac,121
24322000AR0568_878371f7135d5b9,45
24322000AR0569_bcc2bb5d7dcdf95,92
24322000AR0570_57b053258dd86b5,58
24322000AR0571_c6ea0b852d75339,61
24322000AR0572_87987d764379270,38
24322000AR0573_bd9b9fd66fe42ce,129
24322000AR0573_c4a9db8c504fa3e,37
24322000AR0574_ae7c1cb7e33a508,117
24322000AR0575_446ecb7c0176501,88
24322000AR0575_aff164fe6982053,69
24322000AR0576_7f29d0694a73f37,67
24322000AR0577_72140305cc5d906,73
24322000AR0578_8176ee0b31f562e,63
24322000AR0579_77d411d4f91fb34,55
24322000AR0582_7800c8de6d09df8,40
24322000AR0583_dc5d4385972e524,41
24322000AR0584_fe36d5d51a71528,57
24322000AR0585_484cab7fb6f85b1,38
24322000AR0586_840c8fdf531ae87,63
24322000AR0587_bcd5bc430046cfa,52
24322000AR0588_5c49e5d3c7eb3b4,111
24322000AR0589_7cbf264f7241dcf,58
24322000AR0590_5deb05a6f6f6622,31
24322000AR0592_2ac92b3307a70e0,147
24322000AR0593_dbe6bd4d341c840,12
24322000AR0594_7696253d985e402,108
24322000AR0595_3bbbbd08069a626,
24322000AR0596_12bcbda20934905,109
24322000AR0597_b8033ce8dfb6eff,72
24322000AR0598_7f44b63fe828c08,95
24322000AR0599_e91514b96d564b8,34
24322000AR0600_cfeefb8642c5315,99
24322000AR0601_11f0f1379b3eef5,74
24322000AR0602_29eb3bfa656296b,52
24322000AR0602_361e85bef72b034,62
24322000AR0603_fbca4ea4413ddf2,52
24322000AR0604_1566bfd2fbd8917,91
24322000AR0605_4c77c8c5f41b795,80
24322000AR0606_8ef2a4109476516,129
24322000AR0607_f509fac42167e60,67
24322000AR0608_2bcdd8efa3bc5e6,85
24322000AR0609_e8829baa7e677e1,72
24322000AR0610_d20542f68e85a0d,91
24322000AR0612_b5c5b9958b7b51a,108
24322000AR0613_33f70fd7449b4f8,101
24322000AR0614_673bb2397276598,113
24322000AR0615_465154b78bcb1af,62
24322000AR0616_92be51a83cb6b07,61
24322000AR0617_54ecccd9e3462c7,102
24322000AR0619_d6dee8e75d9c565,149
24322000AR0620_be27b2b8a0eb47e,108
24322000AR0621_e04d22559b0ca6c,117
24322000AR0622_09f0083c6ba2bf6,94
24322000AR0623_05a5a19c0ba4dc1,66
24322000AR0625_074b38c49c8fe9a,105
24322000AR0626_d47dcda53ba8e0a,51
24322000AR0627_67b3fde6d20b18d,80
24322000AR0628_31a2b2d68d70213,98
24322000AR0629_fddcd8df320a937,44
24322000AR0630_318f864d3209e4b,30
24322000AR0631_3f2d9e1c73ae640,108
24322000AR0632_aeadc21fa916f45,74
24322000AR0633_4da28dfeda956e2,69
24322000AR0634_8470c29fd2ee2cb,79
24322000AR0635_f76759f76c11798,77
24322000AR0636_d9cac4ad47bd210,97
24322000AR0637_eb1a8542ba9eb4f,124
24322000AR0638_7fcfc14d2064bb9,69
24322000AR0640_21d024f4cd2e7b4,145
24322000AR0641_89c28c181a35a61,79
24322000AR0642_b62f24f5810df9d,61
24322000AR0644_6291d17f6844242,97
24322000AR0645_68dee1ec835e023,90
24322000AR0646_125900544e14930,93
24322000AR0647_c4db46b4faf48fd,59
24322000AR0648_576d587a89d3eaf,66
24322000AR0649_9f0e66ef32f182c,68
24322000AR0650_154cff406bc3bd8,52
24322000AR0652_8731ee75a5c6b36,142
24322000AR0653_6ea90c9944d76e2,75
24322000AR0654_0ff2801b70625c9,53
24322000AR0655_3a2d57141736f01,66
24322000AR0656_4b0015bcd8951a2,44
24322000AR0657_7c0f4c006288287,110
24322000AR0658_3b04fa92d0cf678,119
24322000AR0659_f77fb086a2e8f72,62
24322000AR0660_e3d90dc5835026a,57
24322000AR0661_c1c2d40703056c4,77
24322000AR0662_934f75553ba50a5,59
24322000AR0663_184ba7f89bfacce,94
24322000AR0664_4c77017ad536e62,93
24322000AR0665_5eb89ca3db90dcf,119
24322000AR0666_6570d198eaf629a,67
24322000AR0667_9828b09526c4494,58
24322000AR0668_2c819a83566082a,80
24322000AR0669_fb3839a45edcc3f,115
24322000AR0670_d8ed616b80b2e6d,81
24322000AR0671_ada680166f30f99,59
24322000AR0672_f52393ecfa2a925,108
24322000AR0673_b88f2f4f88b4ea2,45
24322000AR0674_443d7d215b7dd81,36
24322000AR0675_a3d8a48ee6c0859,73
24322000AR0676_efb3ab1353b4526,127
24322000AR0677_1a9c9692ed16870,92
24322000AR0679_4accc8b84b30705,97
24322000AR0683_bba481b4320095e,91
24322000AR0684_e6c336d69050b03,80
24322000AR0685_e0617a0a57879a6,61
24322000AR0686_2b36afc5df37e2f,71
24322000AR0687_f63cb4997bb95e8,77
24322000AR0688_538522c8a8e5cab,127
24322000AR0689_f0fe61e44d7cc34,54
24322000AR0690_83dd38f46862009,137
24322000AR0691_c3a055003fed5a1,98
24322000AR0692_01089ba6f6fcb79,76
24322000AR0693_88e3960fec02351,69
24322000AR0694_fb1324a44e149ea,332
24322000AR0695_a263b933a472db6,47
24322000AR0696_40b9e79a1612805,33
24322000AR0697_78b363678b99ae4,53
24322000AR0698_b3a755a2f4cf201,139
24322000AR0699_d422474db6eeb18,77
24322000AR0700_94b9604d5644f0a,68
24322000AR0701_0a6957682e5196b,88
24322000AR0702_3c25edfc31d7836,79
24322000AR0705_cefad0d9d32db8a,97
24322000AR0707_0f92eaa0d76a5fd,82
24322000AR0708_d4e54849abb28b4,120
24322000AR0709_1da8e9b62c6bfcb,68
24322000AR0710_ccb0f18f2f38931,119
24322000AR0711_bc59d9e96aa3f3a,72
24322000AR0712_48be06a17b00c6c,55
24322000AR0713_2047e0b8d580e74,98
24322000AR0714_dd52be51d518543,102
24322000AR0715_3e85946af36246c,118
24322000AR0716_1aa84035ccb885e,61
24322000AR0717_783f33f62ef47fd,98
24322000AR0718_a51d4716641ffae,72
24322000AR0719_56d9ded9fc24a20,77
24322000AR0720_8cdeaf826f54f4e,105
24322000AR0721_b8d11a6850dfc19,69
24322000AR0722_6f5e8ec6ccf0f6c,115
24322000AR0723_4d1c825aa4e98ab,33
24322000AR0723_95af18131751706,108
24322000AR0724_a14c8ba035effe5,100
24322000AR0725_8b8183f873ec496,85
24322000AR0726_d026e32774e84b4,92
24322000AR0727_62a68240f8d9ee4,84
24322000AR0728_c444dbfee87d8e8,78
24322000AR0730_61259aef1f51c29,103
24322000AR0731_e547ef128c8ce63,105
24322000AR0732_8defd2f78daaba6,162
24322000AR0734_165599996ddbf83,52
24322000AR0735_96ba96bae56eec5,140
24322000AR0736_8a84e05865ae38e,13
24322000AR0737_868b91fe165f9e9,114
24322000AR0738_33d47055367ec04,124
24322000AR0739_53d716c373d59a2,83
24322000AR0740_51e4263520867e9,107
24322000AR0741_7be0413079997d8,66
24322000AR0742_48cf06237d9f15d,97
24322000AR0743_fd2479113637907,84
24322000AR0744_2ca053d5453fc26,161
24322000AR0747_0a71acde1eeed50,101
24322000AR0748_a9580839b78b470,79
24322000AR0749_53e542748a95d2f,56
24322000AR0750_79150e9482ef6b7,101
24322000AR0751_d127e687c3968ad,112
24322000AR0752_37c1f523c632ee2,124
24322000AR0753_5441dc540fdc33b,94
24322000AR0754_a187bb130afeb4a,127
24322000AR0755_1997b477d4430de,118
24322000AR0756_29e5260526b4284,76
24322000AR0757_8c48f6fe8f959dd,142
24322000AR0758_6267d2cbc42e6e5,109
24322000AR0759_17f8b7a0fe1e7ed,78
24322000AR0760_509fbacc5b00dd3,86
24322000AR0761_63564fac1562c6a,48
24322000AR0761_da4182513bd005a,117
24322000AR0763_9f37c63ec1b08f4,15
24322000AR0764_c6ae5cb6f03f757,69
24322000AR0765_d47e59d4ab099e8,91
24322000AR0766_758d1d021501afe,84
24322000AR0767_0e5b717eb9a1afc,92
24322000AR0768_329909ab3ed6a36,103
24322000AR0769_7ccaf4464ff3df1,91
24322000AR0770_eb147f8b685d1bc,82
24322000AR0771_12ab06d424a8904,72
24322000AR0772_b9f25ba08000f8f,7
24322000AR0773_0476b2fa6fe23bc,78
24322000AR0774_0431e87f953964f,87
24322000AR0775_ee363413a418714,106
24322000AR0776_a617bd1c9b26df7,132
24322000AR0778_8256d6035a367b5,71
24322000AR0779_254598424dd913d,58
24322000AR0784_7dd15e542f7ef64,96
24322000AR0785_b583a99a4745380,94
24322000AR0786_5a1a06dcf4f98ff,86
24322000AR0787_39b5987084d2786,118
24322000AR0788_83b99ff7dad188f,65
24322000AR0789_da217b2fdd0074d,128
24322000AR0790_66c4454729d3cf0,40
24322000AR0791_4ff952bf687c562,78
24322000AR0792_5d2db9f1ab3d4a9,42
24322000AR0793_e9a215323a82219,99
24322000AR0794_db96b1c84a29bb0,101
24322000AR0795_504ea5f7b9b93fd,68
24322000AR0796_20da12644dc8148,86
24322000AR0797_17c0ff6253b633e,83
24322000AR0798_65e84d92c74dc39,73
24322000AR0799_b8bb8743f472600,76
24322000AR0800_bb38455f80690ac,62
24322000AR0801_fa168dc868eda3e,65
24322000AR0802_4e11484701fe58a,53
24322000AR0803_15569a3701d2d88,112
24322000AR0803_976d2fd4da17fe6,27
24322000AR0804_cfbe88dfd636734,68
24322000AR0805_9a201f20c9c9575,111
24322000AR0806_cbc7c7bf5718dd8,21
24322000AR0807_be932cf9b66ed7f,115
24322000AR0809_dd037c780b151e2,81
24322000AR0810_e60433c257052de,125
24322000AR0813_54ee7a0c92f5cf0,174
24322000AR0814_669c42463aa28c3,127
24322000AR0816_bf01071a7304f6a,67
24322000AR0817_57494ac1f32be6a,69
24322000AR0818_7a8ea10dc864dd6,70
24322000AR0819_f07feabd39ad35d,115
24322000AR0820_3a6dca033850056,72
24322000AR0821_89b0945605eb4b1,61
24322000AR0822_4a64d537f2c04c3,74
24322000AR0823_7ff9d0a6b35f224,54
24322000AR0824_f0e7db039fdb1bf,66
24322000AR0825_643548f24fe6f2c,73
24322000AR0826_818862b4dba1ffa,76
